DATE TIME OPEN HIGH LOW CLOSE VOL
221111 150000 1157.6300000 1160.7200000 1157.2700000 1157.9300000 39966073
221111 160000 1157.9300000 1158.8700000 1155.5400000 1156.0500000 39280402
221111 170000 1156.0500000 1157.8500000 1152.1600000 1155.2500000 54106219
221111 180000 1155.2200000 1161.4800000 1154.7400000 1158.2400000 30885642
221114 100000 1162.7000000 1162.9100000 1155.9400000 1162.6400000 157462567
221114 110000 1162.8200000 1172.7600000 1162.0900000 1170.6500000 120347252
221114 120000 1170.7300000 1171.8900000 1168.8300000 1170.9500000 74177303
221114 130000 1170.8700000 1171.1400000 1167.8900000 1169.1500000 69005496
221114 140000 1169.1000000 1169.6800000 1162.6800000 1162.6800000 46594185
221114 150000 1162.7400000 1167.8000000 1161.8500000 1166.4400000 38846372
221114 160000 1166.4400000 1166.8100000 1159.9100000 1163.7500000 62162979
221114 170000 1163.7000000 1166.8600000 1163.7000000 1165.2100000 50107709
221114 180000 1165.1100000 1170.0500000 1164.3300000 1170.0500000 37341872
221115 100000 1172.3200000 1177.3200000 1166.5500000 1171.9700000 144096183
221115 110000 1171.8400000 1174.1800000 1158.7500000 1158.8000000 137416805
221115 120000 1158.5800000 1162.8700000 1154.4600000 1162.8700000 88208960
221115 130000 1162.8900000 1167.5500000 1161.6800000 1162.2400000 57219849
221115 140000 1162.1600000 1164.2300000 1156.6600000 1163.5400000 48936543
221115 150000 1163.3200000 1164.6400000 1157.3000000 1157.8500000 38778626
221115 160000 1157.6600000 1164.3500000 1156.6900000 1164.1100000 40823309
221115 170000 1164.0500000 1165.0300000 1161.4700000 1163.0400000 25954194
221115 180000 1162.8900000 1162.8900000 1157.7900000 1159.5900000 24654977
221116 100000 1146.8800000 1156.7200000 1142.6000000 1156.6400000 154410735
221116 110000 1156.7600000 1158.1400000 1154.1400000 1154.1600000 40084712
221116 120000 1154.1100000 1163.5200000 1152.6900000 1161.4700000 82839468
221116 130000 1161.5200000 1165.5800000 1160.3800000 1163.0700000 44576254
221116 140000 1163.0800000 1165.9300000 1161.3600000 1165.0700000 29890159
221116 150000 1165.0900000 1170.0600000 1163.4600000 1168.7800000 37705741
221116 160000 1168.7900000 1169.0800000 1162.3400000 1162.5900000 31281514
